,lx,ly,lconfidence
0,170.658,142.071,0.281339
0,179.748,136.225,0.578539
0,0.0,0.0,0.0
0,168.049,140.788,0.440944
0,166.116,160.915,0.107059
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,170.011,142.061,0.528534
0,180.39,137.549,0.424267
0,179.091,138.829,0.528655
0,172.611,139.485,0.522959
0,141.422,158.318,0.0573953
0,163.51,148.585,0.484866
0,0.0,0.0,0.0
0,175.86,139.482,0.385531
0,173.897,141.434,0.493323
0,169.346,151.176,0.162124
0,174.541,138.832,0.245198
0,0.0,0.0,0.0
0,175.211,136.89,0.416987
0,157.024,158.303,0.248011
0,164.145,151.817,0.192507
0,166.76,139.476,0.262152
0,175.851,138.18,0.427971
0,169.353,134.934,0.285721
0,0.0,0.0,0.0
0,164.174,149.876,0.13323
0,173.909,140.789,0.287879
0,179.092,134.941,0.354811
0,174.56,136.885,0.283695
0,173.908,138.201,0.472084
0,164.164,137.535,0.142366
0,179.08,118.704,0.0882773
0,49.8833,160.282,0.480993
0,175.847,140.781,0.588976
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,170.67,142.735,0.340709
0,0.0,0.0,0.0
0,170.653,143.384,0.325396
0,0.0,0.0,0.0
0,181.697,137.523,0.578488
0,0.0,0.0,0.0
0,166.106,141.432,0.105161
0,179.097,142.712,0.524355
0,169.36,138.838,0.313264
0,164.192,142.735,0.391867
0,166.762,138.198,0.400241
0,163.527,148.581,0.440401
0,0.0,0.0,0.0
0,155.068,152.479,0.0987919
0,179.105,140.127,0.4211
0,162.866,140.133,0.186169
0,180.399,134.294,0.454403
0,0.0,0.0,0.0
0,174.559,139.49,0.382189
0,152.462,164.154,0.211561
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,34.9395,237.559,0.0768572
0,152.471,153.102,0.0595455
0,158.317,142.075,0.180475
0,173.248,143.38,0.448238
0,148.589,162.866,0.0866018
0,167.408,136.885,0.321364
0,163.53,140.784,0.331952
0,171.309,142.741,0.478216
0,175.21,138.831,0.320557
0,179.078,141.433,0.638591
0,165.459,153.762,0.115267
0,0.0,0.0,0.0
0,139.486,158.98,0.172524
0,169.358,140.123,0.408669
0,173.904,137.535,0.393656
0,174.547,139.475,0.445866
0,164.15,144.679,0.140939
0,0.0,0.0,0.0
0,178.451,138.85,0.492404
0,164.821,156.372,0.0965027
0,178.459,137.512,0.514875
0,170.662,138.843,0.354402
0,179.094,138.183,0.707449
0,179.083,138.828,0.3912
0,163.519,147.268,0.45663
0,145.977,170.656,0.214557
0,179.757,135.585,0.436303
0,138.186,153.108,0.218965
0,169.371,134.286,0.235159
0,180.413,137.527,0.555561
0,166.757,152.469,0.098139
0,179.089,137.542,0.516514
0,47.2612,158.966,0.110163
0,175.202,136.882,0.501144
0,0.0,0.0,0.0
0,178.457,138.196,0.354471
0,0.0,0.0,0.0
0,179.758,137.53,0.396909
0,160.911,140.129,0.466623
0,168.046,139.479,0.558139
0,163.508,154.429,0.0583216
0,168.694,144.034,0.377259
0,154.427,162.857,0.280154
0,170.013,145.33,0.381021
0,180.403,137.533,0.578271
0,0.0,0.0,0.0
0,173.255,138.179,0.441513
0,177.145,139.482,0.345466
0,151.832,170.665,0.203937
0,148.58,162.865,0.133194
0,170.026,142.08,0.33383
0,170.657,138.829,0.594334
0,0.0,0.0,0.0
0,177.157,138.857,0.615956
0,0.0,0.0,0.0
0,166.118,142.713,0.462125
0,175.199,138.828,0.295498
0,0.0,0.0,0.0
0,179.108,138.188,0.240488
0,0.0,0.0,0.0
0,169.345,142.068,0.495368
0,180.4,134.948,0.374571
0,168.713,137.547,0.33823
0,19.3307,175.856,0.0548705
0,173.898,136.245,0.359811
0,180.397,136.89,0.591128
0,173.898,138.839,0.346116
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,164.187,147.921,0.258996
0,178.456,136.232,0.414557
0,169.37,133.637,0.0620987
0,168.711,131.694,0.0569808
0,179.762,134.943,0.468955
0,0.0,0.0,0.0
0,174.55,139.478,0.522508
0,0.0,0.0,0.0
0,159.625,151.827,0.1228
0,0.0,0.0,0.0
0,178.444,134.295,0.313743
0,179.74,142.075,0.636431
0,175.207,136.222,0.564812
0,141.428,158.297,0.0656808
0,0.0,0.0,0.0
0,174.54,138.192,0.53499
0,153.773,152.469,0.0838374
0,165.474,142.069,0.310487
0,149.235,150.527,0.398245
0,179.743,135.584,0.38777
0,169.35,129.094,0.142157
0,169.363,144.022,0.309662
0,29.0731,138.832,0.210598
0,190.13,137.541,0.298397
0,166.113,152.462,0.0758386
0,164.174,136.234,0.170782
0,0.0,0.0,0.0
0,164.817,138.847,0.398644
0,179.73,138.195,0.689577
0,142.717,153.115,0.250026
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,165.467,144.679,0.350225
0,0.0,0.0,0.0
0,159.626,151.814,0.226117
0,168.707,140.778,0.431923
0,174.56,141.439,0.408553
0,179.103,121.946,0.176317
0,0.0,0.0,0.0
0,162.867,154.431,0.210502
0,162.863,141.429,0.0917776
0,166.106,146.621,0.121194
0,51.8078,164.176,0.466368
0,0.0,0.0,0.0
0,175.218,140.776,0.56845
0,155.072,158.309,0.274496
0,179.772,135.582,0.58989
0,175.849,133.641,0.608044
0,178.442,137.521,0.417942
0,166.753,142.079,0.410772
0,152.479,173.894,0.128977
0,177.155,138.177,0.450669
0,170.021,149.225,0.151538
0,168.695,142.732,0.407397
0,163.522,145.321,0.379139
0,163.509,142.726,0.249254
0,168.703,140.781,0.577215
0,164.815,144.03,0.190027
0,177.151,138.2,0.331285
0,162.857,145.985,0.263604
0,163.518,148.584,0.061731
0,180.409,138.835,0.47529
0,164.163,142.724,0.223796
0,163.501,138.183,0.531856
0,168.721,142.74,0.327407
0,170.018,147.934,0.287251
0,0.0,0.0,0.0
0,173.894,138.833,0.476145
0,0.0,0.0,0.0
0,172.601,142.077,0.358633
0,164.179,166.119,0.162814
0,0.0,0.0,0.0
0,169.359,140.132,0.29776
0,168.707,143.386,0.282313
0,29.07,142.086,0.116894
0,178.446,137.555,0.679477
0,168.705,146.621,0.366522
0,179.092,138.852,0.51684
0,143.41,147.91,0.416826
0,167.411,141.432,0.340548
0,168.708,143.372,0.509997
0,38.8155,232.356,0.163736
0,169.361,138.846,0.325156
0,163.528,144.025,0.357743
0,164.157,155.727,0.0822545
0,169.365,143.384,0.334554
0,0.0,0.0,0.0
0,163.501,153.108,0.109414
0,180.406,138.189,0.444046
0,0.0,0.0,0.0
0,169.36,143.388,0.14987
0,179.756,140.138,0.336397
0,0.0,0.0,0.0
0,167.406,139.48,0.164574
0,179.094,138.838,0.439336
0,184.931,118.065,0.0729797
0,0.0,0.0,0.0
0,179.75,138.185,0.682294
0,180.392,136.893,0.477283
0,54.4027,158.326,0.251762
0,179.113,137.521,0.413051
0,29.7355,137.534,0.535297
0,166.766,151.826,0.076361
0,164.828,147.284,0.392474
0,0.0,0.0,0.0
0,163.496,153.123,0.0992204
0,166.76,150.528,0.0858124
0,148.571,163.512,0.291452
0,0.0,0.0,0.0
0,180.401,143.366,0.469292
0,174.545,140.776,0.395256
0,0.0,0.0,0.0
0,173.909,142.721,0.366915
0,154.436,163.497,0.0513898
0,167.405,153.123,0.0523389
0,173.9,141.436,0.424061
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,177.15,138.192,0.421742
0,164.152,142.736,0.442441
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,179.119,136.876,0.567316
0,169.35,142.723,0.337891
0,168.054,142.079,0.248116
0,169.349,143.382,0.469835
0,180.41,136.226,0.499404
0,51.1561,163.532,0.431333
0,177.148,138.849,0.576329
0,0.0,0.0,0.0
0,171.312,144.032,0.340697
0,153.147,155.715,0.692394
0,151.812,174.563,0.0521505
0,166.121,143.385,0.187041
0,164.174,142.734,0.61823
0,158.958,144.031,0.111891
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,179.084,138.193,0.544575
0,168.06,146.623,0.188109
0,148.588,165.458,0.136987
0,163.515,153.114,0.0557628
0,49.8453,163.501,0.0961112
0,0.0,0.0,0.0
0,175.848,138.17,0.462874
0,171.304,138.187,0.425553
0,182.348,134.291,0.422471
0,169.381,142.728,0.592663
0,49.2184,224.552,0.0537644
0,166.766,143.376,0.440945
0,166.119,142.072,0.483954
0,173.916,142.731,0.536947
0,181.05,142.711,0.546738
0,171.952,138.176,0.40528
0,179.1,137.507,0.651903
0,0.0,0.0,0.0
0,169.342,143.377,0.37837
0,0.0,0.0,0.0
0,169.349,139.475,0.434685
0,178.448,138.855,0.478772
0,170.667,136.887,0.395559
0,179.753,142.081,0.356421
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,178.45,137.528,0.313094
0,138.198,153.135,0.373169
0,173.899,140.126,0.42553
0,179.087,135.591,0.469874
0,174.555,143.378,0.456823
0,169.366,139.486,0.383402
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,164.177,144.688,0.317118
0,0.0,0.0,0.0
0,47.2511,160.263,0.0551659
0,173.251,138.184,0.385948
0,158.322,158.319,0.198671
0,178.442,137.523,0.436538
0,179.756,121.965,0.716726
0,164.829,142.724,0.282056
0,147.922,174.57,0.0711028
0,32.9804,148.569,0.0542015
0,164.814,153.762,0.0688257
0,181.699,140.126,0.523979
0,166.111,146.624,0.100859
0,174.548,138.174,0.527797
0,181.043,137.531,0.637271
0,177.801,138.204,0.268962
0,162.214,173.249,0.0751377
0,179.762,138.192,0.573843
0,175.209,136.226,0.420904
0,174.557,138.831,0.0766631
0,0.0,0.0,0.0
0,164.173,160.271,0.093602
0,181.694,137.533,0.29449
0,162.864,151.817,0.189933
0,180.404,137.528,0.483921
0,170.006,143.392,0.332461
0,170.658,145.318,0.404333
0,145.985,173.259,0.201816
0,168.057,142.716,0.32215
0,179.115,138.176,0.49284
0,162.215,158.321,0.0567289
0,0.0,0.0,0.0
0,34.2659,155.075,0.0966319
0,168.719,141.433,0.346951
0,180.389,118.699,0.079825
0,170.658,136.883,0.36253
0,0.0,0.0,0.0
0,175.197,137.527,0.628703
0,0.0,0.0,0.0
0,165.466,143.371,0.361067
0,168.057,139.485,0.384657
0,0.0,0.0,0.0
0,179.104,135.589,0.420835
0,175.207,137.533,0.384472
0,159.61,157.666,0.33313
0,166.763,142.09,0.426438
0,175.213,135.576,0.603217
0,179.107,136.867,0.436071
0,177.151,139.476,0.503623
0,0.0,0.0,0.0
0,169.37,143.377,0.463536
0,153.122,158.97,0.0773049
0,0.0,0.0,0.0
0,168.067,148.592,0.530625
0,166.123,142.736,0.366117
0,0.0,0.0,0.0
0,157.012,163.496,0.289802
0,179.085,138.18,0.461872
0,179.111,132.336,0.306069
0,179.096,136.247,0.509589
0,179.098,136.891,0.452244
0,178.437,138.848,0.553005
0,179.737,120.646,0.174086
0,169.357,132.33,0.241171
0,0.0,0.0,0.0
0,168.713,142.075,0.493935
0,158.975,164.16,0.0656612
0,0.0,0.0,0.0
0,165.461,142.721,0.268507
0,0.0,0.0,0.0
0,177.802,140.78,0.517784
